ca2031a1 137bd98e 25b6b10b 5ab0d55e
81aff33d d4268dce fdb54f56 db3b6d76
11e808a4 31d8639d 56a09b3c a62c9b79
58ae93ab c818509f abdf5e5a 891135ea
4ec03ec0 af18c914 cd3d3092 a6393de2
1bdd2b61 8947bd5a 769b6ebd f46dd2cf
7750026f d3637bd6 3dd09735 c001bc9f
f3cd0da7 38af6b7c 7328bfe6 8e7b6f83
03bbce6b d848ef59 3f0c9a9a 244e8220
3d54e1a4 88af6841 c8bfb808 caf25069
8d80af2c 11c685df 7abb98ae 4463231b
33c903bd 68244c4e 0762997e 1a6dd790
1f8dbd1e deb87657 0d31867e 68fa5487
0fd790a2 ee178e96 eeeb8afc 934c1893
48daa29e 704268ac 89d6c31d 9b1396fd
88fca7fd 3aeb7fd0 32b29db4 2bc2b7d8
0fee569a ae046ee5 9a56a332 55ca069a
ea695dc9 2162bd46 b8f210db fa3b2c69
94da8de0 0a23fae6 26eaf6bc 82705cd6
f69f93eb a3817eef 20e595c0 97ef9cd9
625322c2 e44d14f5 36459808 8b518a4b
83b7d2c1 2e81edf7 39d6078e 3063e2c5
99384fe0 c42d8d9a 75673f1d 50672285
808bbde6 73497e74 2dafad48 f759b5d0
600ae327 ae942465 bb147073 b190e91c
a22d5b2d ea1ff0ee 6c87a3b8 140e25cb
dbd79390 92adac6b e768f7aa c2a9fd5b
38d464e8 64f6a86f 1f050d38 2a983bca
e99a53f0 653f1cef 26434eac 2b3c8540
ab0de615 40d77f0f 6040284e 77767f2c
334d12a5 0674b3f6 0adf513f 9d9473fa
4911888f ed8eb57d 86399499 f1f3d3dc
3c8344d7 15cccf5c ec1d8b87 12630ae8
e5d084a7 be8dd9c8 315ea2ea 1b724cd1
e05834e9 e4bbde4c caf90ab5 8c19e264
678f560a 389bb3a6 f9dfaaec cff63a4b
bb419c3f 600acad9 54f64514 0c74fee3
cd486f2a 9f017072 34ab5062 2570d79a
0c790da8 94129de2 ecd07f89 7a6f11a9
1be165c3 e9da2cd5 8bc63c38 7b17f4ec
d6535a7b 5c1c6d28 bf37ae7f a65a057a
96d61d69 8938458e ddae3cd4 0f6f9f14
8d3c5533 bb0b860e 4f24aa4d dd7153f2
d282cbe6 c84aad95 f0184d1c ac1169ad
a6169339 894149e8 a391a8b5 f04a04f4
b00daa48 0ddff6c0 205b3ca1 8b5c9c23
31cfd771 3d524058 87984f04 f2349b56
bf25d27e a4c9d10f c28dae57 b68eb60a
a27e9320 1acb52c1 c4d139a1 0b53ff64
efbf78ca f748c215 ee929eec 97ea31e5
8dea48aa 3a60bc1e a910d416 97882257
aad3af2f 500eb462 7bc4f8dd 86ad24bb
84d91d8b 20379299 e5c3b9fc 5b6ca989
8347de3d 44d9b7e8 53fa0da8 d04e58f9
ef0c6611 51b10b79 489ce972 35ceac70
31a2b0ae 18cb217e 1bb7101c e4dd25d9
d9f43a38 6c5db6aa cdab0c50 973918d7
c7d5b430 6976e72e c17d2055 ae9656b4
07dac3ef 667e598f bbb94783 b36a1863
5bfd8708 32c9bedb 6580b57a a0b01020
5cb1061a 3c1bdbc3 b96298f5 bf6b7539
41b388e5 6f2e47bf a56f7cb1 7c9d8f95
c44a36b7 23892fec e3b217a8 9ea433a8
49839d85 dd7bba6b d65a0fad 70cec1b2
88d01835 fe5132c8 d62fddd3 f809af57
c8be93c9 f7575a67 df6b0f49 46b77d96
17e4b9ad c50e41de 3ab6ef89 a08d615f
dd7e55ef 1ad1c116 4dd9e6fb a2e64981
53c8dbcd 9f82554d ccf4ae19 e300aca9
98cb44d6 45553b6e b2f981df 7d3b38bc
234e1df7 ed391b58 2b8ed55d 758caeda
922cf4a5 c43ac079 6240c95f 6b415bbc
08809438 91b1eef9 191754a8 decce153
b39f8abb fc6aedc0 0f2d4e2d 91ae3d17
3e3dbd3e 8db443ba 56215c89 a6f33251
f03164fd 3ab6f35b 711589f2 eec49f92
b7306be8 bd4a977a dce7058b cd3837e4
cee186f4 acecc840 10b81c0a 2f63e28d
70c54194 71324767 12e83f0b c7b370ab
76b8b4a3 4f8c1446 72182aba 25191f44
45cca6b6 4df7a151 d2a1e409 3e3006a8
f862fc41 1925d5c7 cc39c4b3 0c744a20
d5e4bf4d 4450b6de 3df823fa 96ff3166
e058d970 27088b41 ef20b4d2 0080bbbe
9ae0b595 2929c1a2 4f3dfd1b ddcf215d
f9da3d1e 74cd58e1 81997e16 848a8fe8
1a04fdf4 e09180a9 912b770f c545f53c
733b9b92 a77cc807 74b93927 56be02b3
f6f7774a 990678aa 87dceaea e00f1519
09f1f0ed 0508f584 0b9bc180 f8d5dcef
8ec52de6 c499de5f 43b97e6e fdb34b2f
40daf4ed 0bbecb18 7c58ba2c 31f4e52e
2886249c 9dabc72e 1ee7a161 f98b31a1
b841e85c a527f3db 18dad6fb 0e2706ea
c108458d 19818ffc 8a7185c3 24ecbd77
184157a6 3199d9ad 5f02cbf3 f2430887
34009955 7b61d779 9a06caba 5f5a5267
d1bbc1a2 b040e1a1 f3156610 2232fccd
d69bd8b3 b7a9154a 590e33ac ba9de4b9
18d48e1f c032f2b6 d152b95a 8476d16b
f7177d4b 3de05cd8 0d2ae000 3b4e0cd5
72a63700 f0fe3bc5 67af7c25 b9cf8e78
099dac3d 9a00936c dbaee363 b303fded
7c1ed106 6f3bc3e7 2158db07 2fd04b13
1c5af249 b655645e 0bc054fb b336a31f
c0b4404c c1625694 fa707316 37cc3621
a7c21dd5 9a244f32 86d7f588 0ab5a324
b690c3d9 92faabc9 65e138e6 9c794ac7
b7e3d24d 6214edd1 d6f82834 62f259f8
70dae38f b1ccebec b0ad7e50 500a75b1
07d01195 bdbbd24d 5c3919ea 36f7f986
6e40acdf e56e1bfc 2c53a6cb 2607187e
80332c32 21c1b7bd 58db65ec 8070adc4
d821c67e f2f8e499 8bb9f8ad 3c463ec9
7700660e d4bbda6b 8b0ce78f 65628696
a0ff4c35 f6ed140f a85d82ca 01a0612c
5ddacb0d 82fb6bb5 03bde287 093c86c1
191e7957 1b6bfd7a 0e95aae4 bc59a51f
7f2d00e1 5156d076 620daedd f929945c
a0f762e8 013b50f4 122938b9 07040aa7
025ff1e9 c3681179 b65c56a7 089290ad
769d925d 7f6bf290 5ff9de34 053e5689
79d7889a 0a4f3e58 96736fe7 ba9f6807
809481dc bbc908fe 0bbf3608 823563da
2ffe64a6 f3b4a6fa 77ea6ad7 f4d6268a
cf98c0df f5893fef e01d6c4b e572db7e
2f110246 496fd60d 936815c1 04b545b1
a3847e49 d0ba9209 e546971e 09447103
69debb72 e4bd979a 77c7848b 86ea8e84
ab7e4baa d2657aff dd14086e 17bb210a
a2172727 2705bcac bd23ba14 5af86e8c
ffbe29d7 05537b67 5ea4aa15 a27a69f5
6b6acc56 dd6d6751 e3850e71 e4665c99
8e582eb1 33b7bdb7 08899933 952b871e
3e9955c8 76645673 06043df9 f2f570c5
c679d254 5408a492 ac1010c2 6442ea89
673058d6 da24d1b4 41916f19 dca7add4
5ba40d7a ef630800 15732c68 6f23cd44
30c1053b 12cf6b9a 49df8d5b d43bcba0
a7e04f80 11521191 db572be5 ffaf30ae
0359a233 eb121183 36b3e81d d9dd3d95
5fc29633 dc7ddd33 7917a692 ac33d607
8537827c 268b2023 d2904f0e 2e35f25b
d5795cb7 e0b2e71d daad79ef aeaa9958
12020569 39213add 1ffe56bc cb35a424
7fa73520 6c372acd 51575fc9 e7a438ed
f9cf6f82 d816bd1d f9c482fd 6f6959fe
0a1f05a7 09d53e47 a81d7bea f5487dc4
6bb8220c 3118750d efcb90e7 12c1ef89
01afb692 c746ad37 127e00d9 962fb8ed
8813b670 f0cde6b7 6f6860d7 51014f15
a9df087e 593588bc 42c16d6d e8f4830d
f3c821df b91e1d43 4d216124 3fcd0e3e
f076129f 258cb22d 7b86bafe 443e434b
47e5fd78 42045ee2 7ef6606c 992125e7
59e14aef bd0227d9 25791c9b 366989e6
a688d6b1 ad4f8ef4 bef1ec61 d18c0bcc
7d285f36 eece4c0b 02f991c1 3f1ce54e
eef29822 e3f796e3 2d6937ff dde7c380
8e38924b b8f67b62 9c3668b3 c8d4381c
b1d935de 45369fac cb511ea6 034328d8
261fcd2b 78922eb7 627ab04f c81aa1bb
443f6706 58a7239c 8e979b2b ad92c6ee
e6a3351f fc752e89 7cb75797 230edaeb
fd40cdac b1c777f1 ed4374a8 e0e40de5
9b633268 8d15193c 8dd83f92 db3a5cb3
d84dca07 a9d45dc8 a4d6a563 9fc35a49
9371e6cb 38746b9b efa9eb11 fde217a1
a58136fc 5146bf06 ecccf0c0 dd0005e5
00beb7e9 75129aa1 5525fa7c d542852a
7bd352bd 75e697ba 5faa31d9 117f6f46
9ac1ebae 6fcc3f78 dd1ca8a4 af7d788c
547474ef 3bdc295f f98f4047 56d6aef0
da35ff10 fbe69a2f 384e645c 444a5367
0f3dadee 976ab62e a7876c5b 4013bec8
402fe371 acd68c57 cc93db62 df9e6dd2
7af598c2 ece9220c 8d485f00 c62c10d0
1130ff7c 520bdc3b cb3de153 07c05a58
3301f648 543f7bc2 e3090e4b 465bf182
7090ed87 ec7e08bf 86d2a644 3d79e17b
97fe75b6 fa32221b 730c2edd 146ef900
a0d0fbe3 10972459 bbe13a5e 2e7a389a
01765e7c 2761e909 6fedabf9 282f9541
12739d37 22705bd5 129f8a20 fad0ad0b
ee5ee400 a1e7ac18 1596345b 9d46e7dc
3e82095c c2bd9302 3e62c26d 9d4d7a70
71840997 c485fbbd 4783ced1 8e0b5c26
8b274748 9e80d3db 14584e9e 010a5a73
4932260c 9d93256a d90a7d57 ccbc8460
46e40209 27d6ac18 7868cc4c 4e70d709
95e5cb6e c7053af4 433b4f74 c9c33ced
fbbd0328 7cb9545b 21231ed5 3cccffba
dbc205cb 2f5ce814 dff91975 6d25fee6
1bb363d9 b46b1aa2 3a9137b7 332441d1
8904e69c 5c3cae80 61454356 d1321c70
7db97cef 0df9d410 7524b0f0 50a4341f
0f8021b2 1ea1a9f5 4bc69847 50fb45c2
139a56cd dc27ee47 fe297d9a 412c575a
61573612 aea2e866 d305dda8 4c071c1d
08af6cd1 7b949ff4 cae698e7 6a992b17
0db78e6f d8ae9679 4f4c49cf bdbc7d08
b4940c55 d48837d2 e5e16a30 92d9da0c
01baccfd 22ffd301 d2267bcb 115549bd
d39645f7 fc89f8ec 8bc206f7 697bea4b
cf4ce2e0 7b6bd00a e8670226 28077549
fd13d563 60eb5b5b 709b19e3 68478c4d
6b054772 58b11b10 9cd9a115 c2f33205
c4a56201 97c9743e 219079f3 52c61210
36f24733 801845eb 1a0dbbf4 f491f0e9
203264be 22795511 7b22b5bf fecfbf56
ae48412a a83d7bcf b01a1ff2 73645827
90abec14 d7079c34 5ae62733 153f1b7e
9d585022 9e791c45 f0c5abaf 5d4a4ec1
cb333b3e 16d571c2 47badc42 340020c0
41f07d2a 3ab20197 141e0d91 5ac0d18b
c15e0e63 0d31e565 25e8a90b 1f8cf5c4
dd07dfc1 d923de60 a02814ce 9e226f4e
9276848f 989c6fd4 2b5d902c fc0b655c
a9ebeaa9 55198afe e9699a19 02bafb92
23df6420 d818be3d 7d522bee a0f439c0
2af716ea 05db019b d22b6a17 f7383d36
35a24c83 dbcf6c2a 90ceba78 d9814acb
2e1f813a 41c88400 17aaae63 b468856b
1dc56c99 8ee3eb0e 434d82d2 662966c7
eb9de6d5 1ca20827 a5357663 d64c2e9a
b44a0955 e15e8cae 6b1653dc cd38bff7
5fd91307 744e99ae e251a4f0 a9c5d8df
572e453a 1b72703a 9d326307 14a74d79
6a788caf f01fed0b bae88a8f bd87bc6b
6484b6d3 22504c0a 4fd346a9 d24e7f63
6e5207a5 1a18d0bd 0ed5b0a3 4fe59bb2
f11bc488 7985d16e 68992d9b 6585cf9a
ce911e4c 4c9805eb dc148873 7ed794ac
60fd2c38 9a307890 8a4f5b24 064d08cd
9172624b 219a6d22 fb9bd1f6 5f0c4f42
ffddcb55 0ce96332 6b0b52ee f412a079
fc968fcc b4e182ee 8caffcd1 242bd55e
4a2c1f0f b98f1578 9e789d39 9816cce6
1f506d3c 8d78591f a940cb08 ec51c8f7
66587f75 9a3299cf 3ee68df9 3334c056
e33a4d9a 62bd2018 28f037dc 8a37c099
eb185484 10552a09 1a113042 42e69f69
c725a09e 0c6f0f5a 6ee0f973 e0f874e2
79c68b21 c5e2a796 6f226e3c 9e96858b
86056dbc 8a1efb53 483c119a ec250b32
16661a53 966b6ba1 86410bbc 6201cb6d
c31cacfc fc963349 626af311 550bf394
4d151048 ec2d3f61 8c819dc7 2462eb17
4a2a9a48 a86e8f7a 757dadbc 7406633e
8f2d7b8c 226c7a5c c41ae585 385dbcd0
0f22a3c3 08d42031 4c3dbad0 99e8d4e1
a2fddbcb 5ef62bfa 81faa50b dd68da02
e8c3d0ea f47a7448 4b2ec426 5216c166
98290f39 c8e42b81 af736cd5 8d1be1fb
151aaa75 1fc1c843 049262d1 a7331989
b218d76c b34b3ec3 a8368b3b 5dd3fc99
390bacaf 9ef5db78 098f7a4e 9cd117b4
8f2e998d fb9947f0 7f5b15df d3c94870
69a00f28 83c82a89 aa26fa8d 467811d0
32b1a143 71bd3546 5ea98857 9bbc23cc
663ed3f4 779ff31f 58381969 8ed26023
96e81b48 1b601e9c cb9f2cf7 54cc7a67
b9de0036 4e7bc54a 39609609 9849092e
53880296 0ae9f027 f35a5c5f aec959ad
947d7693 98a8094e 5f05cfe4 1ac64439
23f7e18b b4697c22 b505bf58 a4316557
2f6764d9 5d8d362e ee2f9bf7 9902e201
91321d34 26a75847 64250021 d254e6eb
4b8d138d e0858341 85b3a25d c1457924
27a225c3 03c508a1 f9b6ddf0 c0a4f9d3
793c81dd 47f5ade3 ac112cdd 91ad1b27
4d211390 6e91319d adeb042c 8958947f
0a45d5e2 0250232d 8c990491 c2449d9e
767f4b48 7158d1ac aef07da6 43f3cd21
7ef7cbfa 814f280a ab8410d6 4e001a46
9f98a033 c7fcf7ce 33adac6a a7d94403
b2b0683b 37d35e22 e1c55a9a 89b5202e
153389ad 3f142e55 17b77fb1 176ef327
c456673f 5d4ec8fa 5de5fddf 346caa30
df7d341d e2be1dfa 29d30b85 320d1f28
8b555eb1 fa070b00 7b836b38 14befe6e
f0190537 0a70eb1b 7d792ac7 a15cfacc
e8e9b2fe ce0defde 619f66db 94ff983d
4805ea05 410b92cf 8ae67d58 914187ae
42740e4b 107a4444 5d746c1d a1f95a47
7a1c48bb e2189203 303631bd f4cca352
9655e864 c084b5b4 f49127d0 d1b6b1c0
f3290fb0 8b16985c f6d921af c1e5393e
91e7ca2f 161c8a69 102682c7 df8e0c28
a457720e 3c4f4749 521838d8 faf9bdde
491041a2 a84465c7 2e768156 bfd9594b
f3815a3b 86a663be 9dbaa5a3 4db08855
0ce383e0 e12ec565 beb0ff8e 6a88d7ef
1d2375e9 97e11531 ecf90328 821abd00
6a2aa7a1 6867eb5a 56a634af 820182eb
15e6740c 20ffd33e d4b2cad6 36743d07
5575cdb6 b0a10693 e9d1fc76 e7d0ded5
550461bb 4f842e6d 6703d293 7120d11d
72b442a9 99081195 af7ac9f9 49bbcb67
1d77ec51 482f4173 3dfe3752 973f68e4
56cfe732 781d1469 ad65cf52 de72003b
96f06934 4499b6b4 08ef0be7 ed4378f7
fa2deb31 07b29837 8759eeab 35083ef7
2dab5934 7bbe6d41 00aaa400 dd07925b
4021b896 a7ffa79c da80b38f 734fb3b4
2ffbe5b6 8b1f655d 865bdac9 35c6220a
a7d7e866 a6a961ed 530fa5f0 957880c1
565984b6 f5d6bc91 11685235 27263542
b6e466f4 e00d1cfd 1df4b26e 113cf27a
76bbb7d9 3c5f7b33 2471559d 05408f1e
96f7caea 84d080f2 a9d40f2a 277614a3
4da37b8a f350d756 387680d3 7b61b848
c2298101 32a594b9 0e15caf1 0923d6e1
d5fa1a11 c1bad0fe a1c3e6db 38bbc1d6
42d70a20 e23f1582 0dcba3b3 5b936a28
2735c4f1 e19347c4 b4083f4d c23e6566
9483e450 ded5964b 4dab6a2b 7f1e3060
6a5fd139 94a8daf6 cdfe488f 8ebcc2c3
d2cb2add 587bba93 ca1d6196 52d00048
3f2a711f 3c8a105f 0256bce8 b3b506dd
9a74696b d7bc3b2a ebd83f5e 72af037c
ade1ff70 b3b4094f c1ded346 179f2329
39315361 22e3a006 4727a47a a0f0ef08
6a255111 05c8b1e2 bdae1396 e3b284fc
7fe92fc3 8c168db0 d8f77069 395d71fc
256ba0f5 fa3417fb 1cd04530 682d40c2
f9e09ec8 82300d21 323c1b56 cab040ea
54402b61 e5618d46 257b3d66 df8a1828
40129fd8 7dd5bb4c f97c3a7f 9c40972c
3f7454ce 56ba6ed3 afadca19 dbb4de4b
07ecb965 1ddcbe7d 3521bc5b 47031f95
c9289f9d c67a82cd 34b3947a 6ab19d58
aaa7c3bf bf41dc82 a27f6e1d 5a7a965f
9f1c854f 54e7153d bfbabd16 301f566f
9d3ee3cd 0a6a3e35 05bd51b3 1a9a6bf6
b7421fea 68961344 91e6a456 d7ee950e
439e0dfc b419e6ec 8619350d 80a45fcb
fe8d11e0 38e12ba2 7079ccbd 1cc89600
207d2e8f 8e5e177d 98cb3592 7d3ae11d
50161487 dd2c50c2 c2967b2f d24fcc59
399147e2 d05ef2a1 906553d9 ed0b5ad6
9a80f37e a1de1167 f8b1779a 285dc471
e4006819 abfacfbb 1450019d 5d7e14f3
cc3adf95 a1fe8f1c 32126422 8336bb2e
b2b692ab 99a8bfb1 f4f98e96 9bb61db4
ff561a1d b3ce2e5d db7756e3 5cc0434b
7c034809 1a2e159b 346f7b2d 1aeba4c9
f006a36e 69d45789 0db9e817 b1e5f6c3
075b30cb 330d247c 5d18b93f ab439eb2
b3120cea c67a3c83 6c85336a c18ba5d1
65eae78d 797fb512 428f47ac 202a963c
4026c565 2f9604bf c557cff1 cea09672
8041265f a9ab10e2 1b93c3b0 4a943c65
488c7683 bc888d57 d5217623 3ebee8cf
a02f1caa 3615dfae 72483023 001feae3
d4cb7dfd 8503cf18 d562fb96 a10cb91d
d018777f c68a24f6 477886b4 b384badc
0df15f10 c5fef081 dfaa4f4b 1b6341e9
1b553ecb 0129f1f2 d995beaa 5ab2008d
0781b3f4 de9f4d4f 9dac2586 6b3eca0c
6cbf231a 68b112bc 0a366200 1a916581
f1d29be4 2cc2f2a6 1615af64 194bb1da
c3abe6cc 5542aa57 985ea605 a7990eee
d83215c1 6adfaaad ac5802f5 67639a25
d9a9269a 0fbb0ccc 50294ec3 026272b8
248e364f 2d307f64 150152c6 42f7587c
72f2093e e98f8431 6ad915fc c857c238
5fa02703 d662687f 53818074 e4809b95
030e4d87 ca296841 144db1f0 464a03ed
7e4a53ba 5df186f7 0e66de59 576c8fea
14d87855 e77dea04 2c8c88b7 9694ca76
b3d69f1a 3acaf4e9 dd3f51d6 05a74efa
ed2396d3 42db78de 77c54a5b 5b9ed791
fd1b989e 977266ec a157889f a61fdd88
880785d4 71493562 75410c57 b385d161
8bcb2fe4 5a865f83 304313a8 311d5206
659b5c7f dfeba6a0 002ca5dc 9c2dd4d2
e6607796 3bb46e5f e56a5279 72ba89ed
0c25f8ac b0e3f8f8 6e92f7a7 64df7779
2fbb3328 3b4096a7 5c8adfa7 be6a4cca
6c3bc035 8a273082 50ab9598 05be8930
cbbf29b4 cbfa728a c69712f6 66c22837
9a49fd68 5fc34f9d 1443af33 e80da323
12c1d138 4b130b68 5ca0e4c5 d46925f9
d2ba0b45 72a60d56 346044bc 719cdc77
c078c071 6dedca0d 4878042d 775e828a
70a820e5 b40ed87d e1d64a14 b0edc471
c8225a5e 0ef0ca63 4cbdd6f2 c4fafb18
fc95ad92 df1bc14e 0ab1be21 c9a1b34c
21d8fe32 3ba36173 d7868413 4b127cae
4e9524f0 8df93a4a 185b079e 5ec33889
c13f46d6 bca7ea22 36a0eb68 122036df
b33b2465 ac2a2d45 dbd65efc fa3d4594
ac44ebbe 9f50cbd3 44cc951d 4ca9c77b
18715d78 6819f9fd 0a654e9d ec1f08e8
2939782a afe401ad abd9ff57 3b71f69b
d232cff6 5ec388e0 4045aa7e 2cc4ce00
5dceca34 2ab14d4e 3ae0be1b 8eb40e65
ec26ee97 28f6d5d8 da5d4f69 f586e46f
6b8ab48e 8f93f4bc cd70e35f 0fca5dee
8e89fe91 24516bf8 123a5639 e4811f81
b5679187 e4f38d8f aed4187c c48e21c1
b0d84b32 005a8850 e1e464bb 462c2af9
e23724a1 10031fdc 2a769bac 830b0fd2
e134e8bf fceb8a90 1c8ec00a ef9773f6
f526fe7b d146823a 2a6d083f 82af40d8
58718636 01411439 ed39bd37 06498943
b52353f3 17af11e6 2924669e 1410a60d
8313a7f2 0c1c6f90 97344314 314dbacf
d84ffb63 d9a4a822 acdf6d9a b5f43d9f
808f520c 012e0a68 a69a6b09 858fcec6
32e3ab69 8e77709f d3b41233 3c4f7960
5d3bad53 0e6d43e0 79d1e14c 4bc65d90
12e09b03 862dc131 1639c400 8b7e382e
257808f5 f11d485a 8064092c dd2ba338
422473ae bbf63f8c 75408a01 030b37ba
bafe1eb6 631fbdd1 176abb70 32033acd
643d10d6 40283198 130be631 393ad214
3267a548 7d8edccc 7e870e5d b002981a
f0b1580f 04885dc2 baeed294 83d7bef3
7ab89d4f dd50e438 11732af2 e402a578
7e3122d7 af8e36f4 e4ec5d63 023fc35c
149baf94 3157fc19 c4fb048a 89c8c5be
977b3761 8d8b1557 7d8826e5 c6925341
fe8fdf6d 3c2b6dd2 5ee727bd b37b49e5
59e238d9 2b8d5003 6622c9b3 748791d8
53a78ca5 5d35b087 46f26813 1c9d6441
2a3ddbcc 129baa88 9ebcb365 c289bcb3
d2e9f5ff 8849c431 9d38d622 af50a270
fe2dcf62 215e25ad c3eb18c7 f82d6def
10ab0ac6 dcb6793e 5445512e 3360b601
ff36f4b8 0ac25406 8839a8c8 2e29b1fe
bf3d07dd ef35fb7a d5e722ea 76511f65
05aa4cf3 caaf830a 02d170e6 0422f6fc
f0b50da5 6ab76e94 6adf8152 65ed703f
3c22af41 b825ac8d 0e5b4cbf 735ae9fb
8298302c 096fdcc4 c0e05a19 9426d142
c36060c7 be404b5e 72bbc5fd 4b1dcd43
2997ba23 7c0f749a 30fae6d7 eeaf6ae1
b792c6a8 e709af93 ccc95eea ccdb4d64
4ffd5976 942070e5 6eab0685 0a6c9c1d
971cbde0 7fc244f3 4f5060c3 971bf8ec
f62fd263 3315a8cc 7ccd451d 330f3ddf
5e6b9c65 99b7bd88 7a2435bd 69c480d4
afdf2b88 00877ffe 9c6e88e4 be69a217
71343880 b9df0e70 629f18bd 84a42762
2ad45585 a7665e0d 301c6ec2 2d7e2c36
d81e8f91 0bb3365b 638fc926 5faca224
6f42a65a 80adb8d7 d4cd8eec 2f39df09
960bcaf4 19a7eb19 d0d6f86b 448da376
19bbcb1d 18709d3d 973b0267 99ba70ea
1a3d954c 5fd8ae01 fcb238b3 af54dbef
3f87abd1 bb5b657e 7685c25e e8c0d2b9
d215a9f7 0fc1ebf7 93cae787 9857a8eb
499f7b01 072c50fd 916d8750 37f0e4be
2bd04360 88ae311d 4e43fc18 810d9c5a
25223a68 90297c74 7d14cd53 5463e2aa
71ab1353 4c51842a fcf60c55 01202822
58b7eb2c c8738f54 9f7d24ed 936df2ea
bdf4981a f86c1c23 7df84d58 751a22f6
7b6f85b7 85b34e51 18b4774b d4caa3c9
75bc62a6 0604be9c 0a32b823 0799991a
ffbd766a b4ece622 cc92c5a0 78a88dad
4d3d6dd6 bceefb21 84280b2e 2a4e833d
5634a221 23def9f6 9f437753 832c3369
27c71d9b c5f25f9b 64e7953b b8da85aa
22619bb3 8293f06e b7dbffbc 125d3bcb
c4e60664 76900502 075005d4 6bf6327e
38e43198 539f72f5 7e9d84d8 226e13fb
80b13774 1fdfe5e1 60bc28f8 f801b8fe
678b4461 3b5c22ff 65fa48d2 fe1b8d10
eb34ba24 a687ec1e 2bca7ccd c47f6205
3dec0079 5862b15b ed3dee3d 845f1632
5b46808d 3e2ad414 8d9f32d6 1f9bc311
88216684 0abfba75 8116d236 1b5b4ea0
e443b0b8 9af72cbd 4722cc37 4869b320
611dab5c 350870ca 89609bfc 25c5fcb9
a1e2364d b4859f83 e7baf8c4 1a0a9db2
915bf203 af9bf02a e7dcad09 afb99fa6
0c39f221 b014cc8c 4f4ab417 85c74fd9
b693584b 19ba0b5e dc0902eb 2d8bbe4d
7b74da53 5fffea1a 082a1f49 2d833fed
b98b3c00 e4b7f72d db45889d 175ef33d
22f90738 6c39dc1f 41d3f3c0 118610af
fb7fcabd 35f9a30f 47d531cb 04a415ab
ee8a1454 2090aacf 5ccfe6d4 79f203f6
c80a379a 8affd3ce 697ce73c c83e53e8
0a255b92 d90866b5 b6f696a1 1238904c
f85bf34c 55410a65 cd553feb a9bc1a67
cbd20741 46714e0a a4d66457 6a2c6dbc
dae67b95 b2b06b1b da3d15fa 8f3c6329
c933cf06 80f1e735 c44c971a fc730b88
db4f1732 c293af2c c44f5882 c2324172
9b79c6f1 d6dd9acd 2c130ca9 50631fa4
e1139a79 2625b477 11c0779d c6e6f06e
9f932583 4d891a93 99b20cf3 28ac463c
fc2032cb bfdf4a58 062c6dbb 46f0003d
94d74f22 a693ccc0 b732d9e3 a31f6bff
45de4ff1 82131758 1939eb1a e4accda4
f8f74202 cadec540 7d59320d 728ae818
40cd4fd3 9db892a1 ee9815e0 ece6a1e3
b9bab02e d91472d1 37e01fce 211fddad
c7ab7923 ef103b27 7547682b 31b453a3
da2ef1fa 8a7a9492 88fccdee bc3b34ac
7a9f7701 e71f79b3 3477bd16 69b58df1
7bf2a3d0 21683005 5e3d9def 89744c4a
0b5b9441 96a1fce6 3155623f b4aaaa1e
48f9c9c7 b1818951 8bc58e44 fdb4f9f1
72c3437e 27edd1b3 7c8c59c9 90a82668
0dd5731c 57b01c8e e4ae4f0e 2b85a20c
53e4c82d 93b92d0b eea1a1e0 599586d4
a7811504 bb16699d fe4c9924 3ea1bd03
62c11040 7165c200 b6c0db13 fbe54542
a5562596 c451c254 0ea800a0 a28a0b21
b14ab19c c0e8fde3 d03e662e fff0a7ad
65a166da bd5651a8 78276f4c 955cca73
669d9920 a30a1122 9e3ecb13 6aa3485c
c8a2f289 4622e43e ca05111b b5154803
de816ee7 283466aa d57f986e 2f4bb5a6
21545416 9f234d6d 4b688d64 0071023e
6596fa91 7d9c4667 4ad0feea 16c24341
393ecf2d edf73db7 0dd81d66 dc88d07e
1b97bd66 4d53bdd4 3779201f ffec6ff2
b9bb2532 d1cdf05f 765c0439 059d8352
c63f9107 bfe08587 73e73a95 2543c5f8
e60431c3 cbf58521 7c98b823 3aedff19
fabb6970 e528bd3c b48046a2 3c023fd7
5c56a68c 2c9dc887 35924cc4 d4d84317
993b16ec b2a5513c 59d9d713 9bd79b00
273cf39c bab1414e a3ae687c 3b59d582
75ec7b60 a2da88c5 cc5da46c f80a9bce
3defac24 b42e1eb6 42843ecb e1eed888
cb1b1153 c37fc6f7 3203b70d dbd4a52e
30f431ec ab6a87bf edcca88f b9cee993
25868460 65010f77 d1f08e4a 8b65b322
871c96c1 1a591c53 91a12d14 df042ae7
6c22ae8c 542d97f1 98083b64 d7d22908
1370278f 4527922d f056d9d4 3a002511
e91faa6f 3eb11283 59e6c0ed 9c2c7c21
02161b98 1dd037ad a0bcfe90 4ba6980b
dd9dbde5 4f5969a8 b056d415 90146e99
076db947 37c52fbd 56e1790c b3513382
18dfec71 eb764cf4 c041efb6 f8956e9f
cb506a20 8cacfd27 920e89d5 5cc53f09
bdc6c1dd e54e3ae4 a7f0e752 19ed43e1
319cf16d 634cfeab 3f4ed8d3 9130708a
28e7703f 8f66e19e 4f633471 231d3abb
2446b610 296f9825 b9783c68 05915df5
